Screening ID,rayyan-key,doi,Status,Motivo para exclusão,Observações gerais do artigo,Quem,Outcomes
1097,,,,,,Nathalia Fernandes,
1098,,,,,,Nathalia Fernandes,
1099,,,,,,Nathalia Fernandes,
1100,,,,,,Nathalia Fernandes,
1101,,,,,,Nathalia Fernandes,
1102,,,,,,Nathalia Fernandes,
1103,,,,,,Nathalia Fernandes,
1104,,,,,,Nathalia Fernandes,
1105,,,,,,Nathalia Fernandes,
1106,,,,,,Nathalia Fernandes,
1107,,,,,,Nathalia Fernandes,
1108,,,,,,Nathalia Fernandes,
1109,,,,,,Nathalia Fernandes,
1110,,,,,,Nathalia Fernandes,
1111,,,,,,Nathalia Fernandes,
1112,,,,,,Nathalia Fernandes,
1113,,,,,,Nathalia Fernandes,
1114,,,,,,Nathalia Fernandes,
1115,,,,,,Nathalia Fernandes,
1116,,,,,,Nathalia Fernandes,
1117,,,,,,Nathalia Fernandes,
1118,,,,,,Nathalia Fernandes,
1119,,,,,,Nathalia Fernandes,
1120,,,,,,Nathalia Fernandes,
1121,,,,,,Nathalia Fernandes,
1122,,,,,,Nathalia Fernandes,
1123,,,,,,Nathalia Fernandes,
1124,,,,,,Nathalia Fernandes,
1125,,,,,,Nathalia Fernandes,
1126,,,,,,Nathalia Fernandes,
1127,,,,,,Nathalia Fernandes,
1128,,,,,,Nathalia Fernandes,
1129,,,,,,Nathalia Fernandes,
1130,,,,,,Nathalia Fernandes,
1131,,,,,,Nathalia Fernandes,
1132,,,,,,Nathalia Fernandes,
1133,,,,,,Nathalia Fernandes,
1134,,,,,,Nathalia Fernandes,
1135,,,,,,Nathalia Fernandes,
1136,,,,,,Nathalia Fernandes,
1137,,,,,,Nathalia Fernandes,
1138,,,,,,Nathalia Fernandes,
1139,,,,,,Nathalia Fernandes,
1140,,,,,,Nathalia Fernandes,
1141,,,,,,Nathalia Fernandes,
1142,,,,,,Nathalia Fernandes,
1143,,,,,,Nathalia Fernandes,
1144,,,,,,Nathalia Fernandes,
1145,,,,,,Nathalia Fernandes,
1146,,,,,,Nathalia Fernandes,
1147,,,,,,Nathalia Fernandes,
1148,,,,,,Nathalia Fernandes,
1149,,,,,,Nathalia Fernandes,
1150,,,,,,Nathalia Fernandes,
1151,,,,,,Nathalia Fernandes,
1152,,,,,,Nathalia Fernandes,
1153,,,,,,Nathalia Fernandes,
1154,,,,,,Nathalia Fernandes,
1155,,,,,,Nathalia Fernandes,
1156,,,,,,Nathalia Fernandes,
1157,,,,,,Nathalia Fernandes,
1158,,,,,,Nathalia Fernandes,
1159,,,,,,Nathalia Fernandes,
1160,,,,,,Nathalia Fernandes,
1161,,,,,,Nathalia Fernandes,
1162,,,,,,Nathalia Fernandes,
1163,,,,,,Nathalia Fernandes,
1164,,,,,,Nathalia Fernandes,
1165,,,,,,Nathalia Fernandes,
1166,,,,,,Nathalia Fernandes,
1167,,,,,,Nathalia Fernandes,
1168,,,,,,Nathalia Fernandes,
1169,,,,,,Nathalia Fernandes,
1170,,,,,,Nathalia Fernandes,
1171,,,,,,Nathalia Fernandes,
1172,,,,,,Nathalia Fernandes,
1173,,,,,,Nathalia Fernandes,
1174,,,,,,Nathalia Fernandes,
1175,,,,,,Nathalia Fernandes,
1176,,,,,,Nathalia Fernandes,
1177,,,,,,Nathalia Fernandes,
1178,,,,,,Nathalia Fernandes,
1179,,,,,,Nathalia Fernandes,
1180,,,,,,Nathalia Fernandes,
1181,,,,,,Nathalia Fernandes,
1182,,,,,,Nathalia Fernandes,
1183,,,,,,Nathalia Fernandes,
1184,,,,,,Nathalia Fernandes,
1185,,,,,,Nathalia Fernandes,
1186,,,,,,Nathalia Fernandes,
1187,,,,,,Nathalia Fernandes,
1188,,,,,,Nathalia Fernandes,
1189,,,,,,Nathalia Fernandes,
1190,,,,,,Nathalia Fernandes,
1191,,,,,,Nathalia Fernandes,
1192,,,,,,Nathalia Fernandes,
1193,,,,,,Nathalia Fernandes,
1194,,,,,,Nathalia Fernandes,
1195,,,,,,Nathalia Fernandes,
1196,,,,,,Nathalia Fernandes,
1197,,,,,,Nathalia Fernandes,
1198,,,,,,Nathalia Fernandes,
1199,,,,,,Nathalia Fernandes,
1200,,,,,,Nathalia Fernandes,
1201,,,,,,Nathalia Fernandes,
1202,,,,,,Nathalia Fernandes,
1203,,,,,,Nathalia Fernandes,
1204,,,,,,Nathalia Fernandes,
1205,,,,,,Nathalia Fernandes,
1206,,,,,,Nathalia Fernandes,
1207,,,,,,Nathalia Fernandes,
1208,,,,,,Nathalia Fernandes,
1209,,,,,,Nathalia Fernandes,
1210,,,,,,Nathalia Fernandes,
1211,,,,,,Nathalia Fernandes,
1212,,,,,,Nathalia Fernandes,
1213,,,,,,Nathalia Fernandes,
1214,,,,,,Nathalia Fernandes,
1215,,,,,,Nathalia Fernandes,
1216,,,,,,Nathalia Fernandes,
1217,,,,,,Nathalia Fernandes,
1218,,,,,,Nathalia Fernandes,
1219,,,,,,Nathalia Fernandes,
1220,,,,,,Nathalia Fernandes,
1221,,,,,,Nathalia Fernandes,
1222,,,,,,Nathalia Fernandes,
1223,,,,,,Nathalia Fernandes,
1224,,,,,,Nathalia Fernandes,
1225,,,,,,Nathalia Fernandes,
1226,,,,,,Nathalia Fernandes,
1227,,,,,,Nathalia Fernandes,
1228,,,,,,Nathalia Fernandes,
1229,,,,,,Nathalia Fernandes,
1230,,,,,,Nathalia Fernandes,
1231,,,,,,Nathalia Fernandes,
1232,,,,,,Nathalia Fernandes,
1233,,,,,,Nathalia Fernandes,
1234,,,,,,Nathalia Fernandes,
1235,,,,,,Nathalia Fernandes,
1236,,,,,,Nathalia Fernandes,
1237,,,,,,Nathalia Fernandes,
1238,,,,,,Nathalia Fernandes,
1239,,,,,,Nathalia Fernandes,
1240,,,,,,Nathalia Fernandes,
1241,,,,,,Nathalia Fernandes,
1242,,,,,,Nathalia Fernandes,
1243,,,,,,Nathalia Fernandes,
1244,,,,,,Nathalia Fernandes,
1245,,,,,,Nathalia Fernandes,
1246,,,,,,Nathalia Fernandes,
1247,,,,,,Nathalia Fernandes,
1248,,,,,,Nathalia Fernandes,
1249,,,,,,Nathalia Fernandes,
1250,,,,,,Nathalia Fernandes,
1251,,,,,,Nathalia Fernandes,
1252,,,,,,Nathalia Fernandes,
1253,,,,,,Nathalia Fernandes,
1254,,,,,,Nathalia Fernandes,
1255,,,,,,Nathalia Fernandes,
1256,,,,,,Nathalia Fernandes,
1257,,,,,,Nathalia Fernandes,
1258,,,,,,Nathalia Fernandes,
1259,,,,,,Nathalia Fernandes,
1260,,,,,,Nathalia Fernandes,
1261,,,,,,Nathalia Fernandes,
1262,,,,,,Nathalia Fernandes,
1263,,,,,,Nathalia Fernandes,
1264,,,,,,Nathalia Fernandes,
1265,,,,,,Nathalia Fernandes,
1266,,,,,,Nathalia Fernandes,
1267,,,,,,Nathalia Fernandes,
1268,,,,,,Nathalia Fernandes,
1269,,,,,,Nathalia Fernandes,
1270,,,,,,Nathalia Fernandes,
1271,,,,,,Nathalia Fernandes,
1272,,,,,,Nathalia Fernandes,
1273,,,,,,Nathalia Fernandes,
1274,,,,,,Nathalia Fernandes,
1275,,,,,,Nathalia Fernandes,
1276,,,,,,Nathalia Fernandes,
1277,,,,,,Nathalia Fernandes,
1278,,,,,,Nathalia Fernandes,
1279,,,,,,Nathalia Fernandes,
1280,,,,,,Nathalia Fernandes,
1281,,,,,,Nathalia Fernandes,
1282,,,,,,Nathalia Fernandes,
1283,,,,,,Nathalia Fernandes,
1284,,,,,,Nathalia Fernandes,
1285,,,,,,Nathalia Fernandes,
1286,,,,,,Nathalia Fernandes,
1287,,,,,,Nathalia Fernandes,
1288,,,,,,Nathalia Fernandes,
1289,,,,,,Nathalia Fernandes,
1290,,,,,,Nathalia Fernandes,
1291,,,,,,Nathalia Fernandes,
1292,,,,,,Nathalia Fernandes,
1293,,,,,,Nathalia Fernandes,
1294,,,,,,Nathalia Fernandes,
1295,,,,,,Nathalia Fernandes,
1296,,,,,,Nathalia Fernandes,
1297,,,,,,Nathalia Fernandes,
1298,,,,,,Nathalia Fernandes,
1299,,,,,,Nathalia Fernandes,
1300,,,,,,Nathalia Fernandes,
1301,,,,,,Nathalia Fernandes,
1302,,,,,,Nathalia Fernandes,
1303,,,,,,Nathalia Fernandes,
1304,,,,,,Nathalia Fernandes,
1305,,,,,,Nathalia Fernandes,
1306,,,,,,Nathalia Fernandes,
1307,,,,,,Nathalia Fernandes,
1308,,,,,,Nathalia Fernandes,
1309,,,,,,Nathalia Fernandes,
1310,,,,,,Nathalia Fernandes,
1311,,,,,,Nathalia Fernandes,
1312,,,,,,Nathalia Fernandes,
1313,,,,,,Nathalia Fernandes,
1314,,,,,,Nathalia Fernandes,
1315,,,,,,Nathalia Fernandes,
1316,,,,,,Nathalia Fernandes,
1317,,,,,,Nathalia Fernandes,
1318,,,,,,Nathalia Fernandes,
1319,,,,,,Nathalia Fernandes,
1320,,,,,,Nathalia Fernandes,
1321,,,,,,Nathalia Fernandes,
1322,,,,,,Nathalia Fernandes,
1323,,,,,,Nathalia Fernandes,
1324,,,,,,Nathalia Fernandes,
1325,,,,,,Nathalia Fernandes,
1326,,,,,,Nathalia Fernandes,
1327,,,,,,Nathalia Fernandes,
1328,,,,,,Nathalia Fernandes,
1329,,,,,,Nathalia Fernandes,
1330,,,,,,Nathalia Fernandes,
1331,,,,,,Nathalia Fernandes,
1332,,,,,,Nathalia Fernandes,
1333,,,,,,Nathalia Fernandes,
1334,,,,,,Nathalia Fernandes,
1335,,,,,,Nathalia Fernandes,
1336,,,,,,Nathalia Fernandes,
1337,,,,,,Nathalia Fernandes,
1338,,,,,,Nathalia Fernandes,
1339,,,,,,Nathalia Fernandes,
1340,,,,,,Nathalia Fernandes,
1341,,,,,,Nathalia Fernandes,
1342,,,,,,Nathalia Fernandes,
1343,,,,,,Nathalia Fernandes,
1344,,,,,,Nathalia Fernandes,
1345,,,,,,Nathalia Fernandes,
1346,,,,,,Nathalia Fernandes,
1347,,,,,,Nathalia Fernandes,
1348,,,,,,Nathalia Fernandes,
1349,,,,,,Nathalia Fernandes,
1350,,,,,,Nathalia Fernandes,
1351,,,,,,Nathalia Fernandes,
1352,,,,,,Nathalia Fernandes,
1353,,,,,,Nathalia Fernandes,
1354,,,,,,Nathalia Fernandes,
1355,,,,,,Nathalia Fernandes,
1356,,,,,,Nathalia Fernandes,
1357,,,,,,Nathalia Fernandes,
1358,,,,,,Nathalia Fernandes,
1359,,,,,,Nathalia Fernandes,
1360,,,,,,Nathalia Fernandes,
1361,,,,,,Nathalia Fernandes,
1362,,,,,,Nathalia Fernandes,
1363,,,,,,Nathalia Fernandes,
1364,,,,,,Nathalia Fernandes,
1365,,,,,,Nathalia Fernandes,
1366,,,,,,Nathalia Fernandes,
1367,,,,,,Nathalia Fernandes,
1368,,,,,,Nathalia Fernandes,
1369,,,,,,Nathalia Fernandes,
1370,,,,,,Nathalia Fernandes,
1371,,,,,,Nathalia Fernandes,
1372,,,,,,Nathalia Fernandes,
1373,,,,,,Nathalia Fernandes,
1374,,,,,,Nathalia Fernandes,
1375,,,,,,Nathalia Fernandes,
